neighborhood,group,order,lat,lng
Roslindale_0,0,35,-71.11906165011287,42.27252541417719
Roslindale_0,0,36,-71.11869619577045,42.27253484392133
Roslindale_0,0,37,-71.11847367882483,42.27260327889161
Roslindale_0,0,38,-71.11822221496926,42.27271950707911
Roslindale_0,0,39,-71.117956228097,42.272867612985294
Roslindale_0,0,40,-71.1177548188689,42.27299996903346
Roslindale_0,0,41,-71.11761804963882,42.2731059359787
Roslindale_0,0,42,-71.11749551199352,42.273227912547505
Roslindale_0,0,43,-71.1173584204314,42.27338708876892
Roslindale_0,0,44,-71.11716346509154,42.273636529087696
Roslindale_0,0,45,-71.11684561377774,42.27406647699006
Roslindale_0,0,46,-71.1162027982795,42.274915703831454
Roslindale_0,0,47,-71.11600060352626,42.27517576042945
Roslindale_0,0,48,-71.11592805222077,42.27532450818463
Roslindale_0,0,49,-71.1158697004435,42.27549458745907
Roslindale_0,0,50,-71.11583255381318,42.27571262747512
Roslindale_0,0,51,-71.11580880007281,42.27608502338853
Roslindale_0,0,52,-71.11575389997597,42.276867038639764
Roslindale_0,0,53,-71.11578324355557,42.27723666899529
Roslindale_0,0,54,-71.11570749295434,42.27729241893635
Roslindale_0,0,55,-71.11562229537022,42.27735163669143
Roslindale_0,0,56,-71.11555121542425,42.27741440201744
Roslindale_0,0,57,-71.11547535938082,42.27748765244663
Roslindale_0,0,58,-71.11542795131754,42.277532995948214
Roslindale_0,0,59,-71.11540075774204,42.27756712181877
Roslindale_0,0,60,-71.11527554587215,42.27745201014903
Roslindale_0,0,61,-71.1150237187836,42.277678320069555
Roslindale_0,0,62,-71.11493981616013,42.27772475105028
Roslindale_0,0,63,-71.1146269571979,42.27747472650206
Roslindale_0,0,64,-71.11462272976169,42.27747134878489
Roslindale_0,0,65,-71.11460962883099,42.27746087841471
Roslindale_0,0,66,-71.11460197988437,42.277454765798815
Roslindale_0,0,67,-71.11460184958594,42.27745466182675
Roslindale_0,0,68,-71.1143158029987,42.277226062662294
Roslindale_0,0,69,-71.11423773444412,42.27715997120472
Roslindale_0,0,70,-71.11423741362422,42.27715969913588
Roslindale_0,0,71,-71.11423725683197,42.27715956626471
Roslindale_0,0,72,-71.11423574076395,42.277158282741965
Roslindale_0,0,73,-71.11408762228481,42.277032886080825
Roslindale_0,0,74,-71.11126645398775,42.2755779628503
Roslindale_0,0,75,-71.11071918700029,42.27526743920221
Roslindale_0,0,76,-71.1106590807054,42.27523333362147
Roslindale_0,0,77,-71.1103736050658,42.275071349782564
Roslindale_0,0,78,-71.10976792005393,42.27475492802532
Roslindale_0,0,79,-71.10967214261984,42.27470190416932
Roslindale_0,0,80,-71.1096570975171,42.274693575642154
Roslindale_0,0,81,-71.10953797280239,42.274627626783385
Roslindale_0,0,82,-71.10936027676225,42.27450145352678
Roslindale_0,0,83,-71.10926218776936,42.27441391910817
Roslindale_0,0,84,-71.10925867688826,42.274410210515164
Roslindale_0,0,85,-71.10921646450295,42.27436561167975
Roslindale_0,0,86,-71.10919624959703,42.27434425430592
Roslindale_0,0,87,-71.10919611109482,42.27434410708507
Roslindale_0,0,88,-71.10911663641886,42.2744988806991
Roslindale_0,0,89,-71.10907609317235,42.274578069400626
Roslindale_0,0,90,-71.10907526245457,42.274579691621966
Roslindale_0,0,91,-71.10884335193577,42.274936158879704
Roslindale_0,0,92,-71.10878312406538,42.275028734574136
Roslindale_0,0,93,-71.10858190117283,42.27537723998521
Roslindale_0,0,94,-71.10850394809606,42.27562607669003
Roslindale_0,0,95,-71.1084571591253,42.27577543426308
Roslindale_0,0,96,-71.10844539443559,42.27581299084619
Roslindale_0,0,97,-71.10842087693254,42.2758912517029
Roslindale_0,0,98,-71.10841981461192,42.27589464222663
Roslindale_0,0,99,-71.108372224885,42.2760173714426
Roslindale_0,0,100,-71.10833931849609,42.276102235312926
Roslindale_0,0,101,-71.10830988907125,42.27616923009606
Roslindale_0,0,102,-71.10814583368324,42.27654269541032
Roslindale_0,0,103,-71.10778595459773,42.27741135578593
Roslindale_0,0,104,-71.10774861505604,42.27751138975136
Roslindale_0,0,105,-71.10765407699144,42.27779925043117
Roslindale_0,0,106,-71.10763693996093,42.27785142840382
Roslindale_0,0,107,-71.10763586371485,42.27785470633375
Roslindale_0,0,108,-71.10761919159599,42.277921462706125
Roslindale_0,0,109,-71.10757299908057,42.27810641360034
Roslindale_0,0,110,-71.10753331809603,42.27826528962283
Roslindale_0,0,111,-71.10753017628113,42.27828202453212
Roslindale_0,0,112,-71.1074609953253,42.27865038675956
Roslindale_0,0,113,-71.1074604047944,42.27865353580336
Roslindale_0,0,114,-71.10745558049601,42.27867922207815
Roslindale_0,0,115,-71.10737811965235,42.27883984424081
Roslindale_0,0,116,-71.10737382976886,42.27884873987941
Roslindale_0,0,117,-71.1073692478398,42.278854875989964
Roslindale_0,0,118,-71.10725899643585,42.27900252334022
Roslindale_0,0,119,-71.10711030423221,42.279144709302905
Roslindale_0,0,120,-71.10656773784066,42.2796367954481
Roslindale_0,0,121,-71.10597764891675,42.28019921424379
Roslindale_0,0,122,-71.10595739608952,42.280218517491534
Roslindale_0,0,123,-71.10593507393997,42.280232328989186
Roslindale_0,0,124,-71.10577214667532,42.28033313504867
Roslindale_0,0,125,-71.1057166230552,42.280355962520844
Roslindale_0,0,126,-71.10562187302642,42.28039491656652
Roslindale_0,0,127,-71.10541138951397,42.28048145107059
Roslindale_0,0,128,-71.10415263056754,42.28115149026529
Roslindale_0,0,129,-71.10414837521051,42.28115301781958
Roslindale_0,0,130,-71.10412941079505,42.28115982627617
Roslindale_0,0,131,-71.10395555817759,42.2812222418923
Roslindale_0,0,132,-71.10392164403231,42.28123441769249
Roslindale_0,0,133,-71.10386304701983,42.28125545467283
Roslindale_0,0,134,-71.10303162104303,42.281396650805725
Roslindale_0,0,135,-71.10302777979304,42.2813972893499
Roslindale_0,0,136,-71.10199212792362,42.28156936452109
Roslindale_0,0,137,-71.10198820641513,42.2815700378643
Roslindale_0,0,138,-71.1013055880054,42.281687301921906
Roslindale_0,0,139,-71.10105915318168,42.281729634731754
Roslindale_0,0,140,-71.1010369845805,42.28173344254362
Roslindale_0,0,141,-71.10103148646553,42.28173476579885
Roslindale_0,0,142,-71.10094444673668,42.281755709700235
Roslindale_0,0,143,-71.10093573450452,42.2817578059487
Roslindale_0,0,144,-71.10047488873981,42.28186869504013
Roslindale_0,0,145,-71.10017702030736,42.281966447976636
Roslindale_0,0,146,-71.10000078740296,42.28204061179391
Roslindale_0,0,147,-71.09985546370618,42.28212105729903
Roslindale_0,0,148,-71.09966479774481,42.2822851286132
Roslindale_0,0,149,-71.09966215241388,42.282287404362926
Roslindale_0,0,150,-71.09966188666154,42.28228763301403
Roslindale_0,0,151,-71.0996148752563,42.282328086334175
Roslindale_0,0,152,-71.09981741413739,42.28244061608758
Roslindale_0,0,153,-71.10033667452959,42.28279916004332
Roslindale_0,0,154,-71.10047720691976,42.28290123911016
Roslindale_0,0,155,-71.10162260367719,42.28373320146633
Roslindale_0,0,156,-71.10200591501999,42.28402546122207
Roslindale_0,0,157,-71.10236541364259,42.284299561865296
Roslindale_0,0,158,-71.10268736921961,42.28454503423246
Roslindale_0,0,159,-71.10303279478536,42.284821035017266
Roslindale_0,0,160,-71.1031974431056,42.28495259159799
Roslindale_0,0,161,-71.10322400627611,42.28497381615313
Roslindale_0,0,162,-71.10328159647679,42.28501983055363
Roslindale_0,0,163,-71.10341851468122,42.28512922912553
Roslindale_0,0,164,-71.10350140899996,42.2851954615328
Roslindale_0,0,165,-71.10395324312204,42.28555787312282
Roslindale_0,0,166,-71.10475994220417,42.28620414889204
Roslindale_0,0,167,-71.1054131769827,42.286731425572924
Roslindale_0,0,168,-71.10542229643164,42.286738786256414
Roslindale_0,0,169,-71.10559455438188,42.28686902490432
Roslindale_0,0,170,-71.1059145133655,42.28711093306683
Roslindale_0,0,171,-71.10637776368326,42.28744824032177
Roslindale_0,0,172,-71.10643226461634,42.28748792329994
Roslindale_0,0,173,-71.10645574908538,42.28750502396291
Roslindale_0,0,174,-71.10666185187466,42.287663112515695
Roslindale_0,0,175,-71.1067082181058,42.28769737019692
Roslindale_0,0,176,-71.10677207921394,42.287743840020134
Roslindale_0,0,177,-71.10694231357546,42.28786771714562
Roslindale_0,0,178,-71.10724714760293,42.28809208320056
Roslindale_0,0,179,-71.10797519876428,42.288627938430714
Roslindale_0,0,180,-71.10797610622151,42.288627273503664
Roslindale_0,0,181,-71.10815340498827,42.28849751473196
Roslindale_0,0,182,-71.10815394265585,42.288497235671876
Roslindale_0,0,183,-71.10944712704413,42.287825762300514
Roslindale_0,0,184,-71.10949883210365,42.28779891371867
Roslindale_0,0,185,-71.10965724515746,42.28769927193691
Roslindale_0,0,186,-71.10967249108246,42.28768968240998
Roslindale_0,0,187,-71.10977518338602,42.28762508803096
Roslindale_0,0,188,-71.10981234074437,42.287601716371334
Roslindale_0,0,189,-71.10981292546465,42.28760127630927
Roslindale_0,0,190,-71.10981908938516,42.287596638184205
Roslindale_0,0,191,-71.10996480378967,42.28748698110379
Roslindale_0,0,192,-71.11004436345935,42.28740873949243
Roslindale_0,0,193,-71.11004739247522,42.28740576077295
Roslindale_0,0,194,-71.11006275103315,42.28739065722838
Roslindale_0,0,195,-71.11007798272546,42.28737567659244
Roslindale_0,0,196,-71.11022640893589,42.28722970751036
Roslindale_0,0,197,-71.11028945427489,42.28716770605476
Roslindale_0,0,198,-71.11047066929251,42.28699749922345
Roslindale_0,0,199,-71.11055918587998,42.286914103686065
Roslindale_0,0,200,-71.11056086903514,42.28691367724732
Roslindale_0,0,201,-71.11120481859724,42.286750547797986
Roslindale_0,0,202,-71.11183627732026,42.28659057851314
Roslindale_0,0,203,-71.1122296154168,42.28652706900928
Roslindale_0,0,204,-71.11252080554786,42.28652069521925
Roslindale_0,0,205,-71.11313499005429,42.286507251269384
Roslindale_0,0,206,-71.11357627573727,42.28649758901739
Roslindale_0,0,207,-71.11376473789713,42.28649460271554
Roslindale_0,0,208,-71.11400525758432,42.28649079080263
Roslindale_0,0,209,-71.11408255279953,42.28648984229572
Roslindale_0,0,210,-71.11413630076432,42.28648918286704
Roslindale_0,0,211,-71.11441291875101,42.28648578934964
Roslindale_0,0,212,-71.11460780725405,42.28647798951576
Roslindale_0,0,213,-71.11461420352624,42.28647773278133
Roslindale_0,0,214,-71.11461881758075,42.28647765012782
Roslindale_0,0,215,-71.11463067225556,42.28647743601241
Roslindale_0,0,216,-71.11486157642747,42.286473272242716
Roslindale_0,0,217,-71.11486162614435,42.28647327150911
Roslindale_0,0,218,-71.11487038982044,42.28647311362801
Roslindale_0,0,219,-71.11507770331075,42.28646919984129
Roslindale_0,0,220,-71.1153836137664,42.28646342540716
Roslindale_0,0,221,-71.11542596264437,42.286462626374906
Roslindale_0,0,222,-71.11550173646654,42.286460821034886
Roslindale_0,0,223,-71.11561657444935,42.28645842522371
Roslindale_0,0,224,-71.11586525748176,42.28645323406257
Roslindale_0,0,225,-71.11621712241717,42.28644588969369
Roslindale_0,0,226,-71.11654505078072,42.2864390441425
Roslindale_0,0,227,-71.11667373593717,42.286436356783675
Roslindale_0,0,228,-71.11720150877896,42.28642533603066
Roslindale_0,0,229,-71.11756197044816,42.286419720461076
Roslindale_0,0,230,-71.11789082174306,42.28641459641851
Roslindale_0,0,231,-71.11826728100287,42.286403338341614
Roslindale_0,0,232,-71.11827985927725,42.28640296149911
Roslindale_0,0,233,-71.11832394143222,42.286401643182806
Roslindale_0,0,234,-71.1186783897885,42.28639104166919
Roslindale_0,0,235,-71.11867936602282,42.28639101249891
Roslindale_0,0,236,-71.11867948002761,42.28639100747552
Roslindale_0,0,237,-71.1186796231317,42.28639100254875
Roslindale_0,0,238,-71.11888897355014,42.286383986207994
Roslindale_0,0,239,-71.1194168001692,42.28636629052647
Roslindale_0,0,240,-71.11956431046106,42.286361344021294
Roslindale_0,0,241,-71.11944685557457,42.28832849229924
Roslindale_0,0,242,-71.11925117992547,42.290262407866685
Roslindale_0,0,243,-71.11924874469887,42.290286472937595
Roslindale_0,0,244,-71.11918068049467,42.29064605431673
Roslindale_0,0,245,-71.11914096046642,42.29085589256656
Roslindale_0,0,246,-71.11909375019168,42.29111267914472
Roslindale_0,0,247,-71.1189848943954,42.29170474925021
Roslindale_0,0,248,-71.11853638448639,42.29309589775777
Roslindale_0,0,249,-71.1184343940009,42.29332739988849
Roslindale_0,0,250,-71.11827871985875,42.29368075835525
Roslindale_0,0,251,-71.11816477093181,42.29393939965307
Roslindale_0,0,252,-71.1181538339138,42.29396236237011
Roslindale_0,0,253,-71.11793343513432,42.29442507891606
Roslindale_0,0,254,-71.11791799042132,42.29445750587765
Roslindale_0,0,255,-71.11791743035913,42.29445868160753
Roslindale_0,0,256,-71.11777455618146,42.294739113481334
Roslindale_0,0,257,-71.11733529402827,42.29552069525102
Roslindale_0,0,258,-71.11775643302056,42.29571387723403
Roslindale_0,0,259,-71.11801074558771,42.29584027256208
Roslindale_0,0,260,-71.11810410526573,42.29589044512887
Roslindale_0,0,261,-71.11842876753146,42.29557919183368
Roslindale_0,0,262,-71.11875040905728,42.29527083015473
Roslindale_0,0,263,-71.1187809553387,42.29524154572722
Roslindale_0,0,264,-71.1187819457422,42.29524059559591
Roslindale_0,0,265,-71.11878294095293,42.295239652682945
Roslindale_0,0,266,-71.119108830559,42.29493109701727
Roslindale_0,0,267,-71.11911143074916,42.29492863611497
Roslindale_0,0,268,-71.11911522494191,42.29492504299245
Roslindale_0,0,269,-71.11922734783622,42.294818882161096
Roslindale_0,0,270,-71.11923536468704,42.29481122196989
Roslindale_0,0,271,-71.11927512329366,42.29477322692867
Roslindale_0,0,272,-71.11943133370617,42.29462394987409
Roslindale_0,0,273,-71.1194430196602,42.29461291489366
Roslindale_0,0,274,-71.11978282762128,42.29429204138126
Roslindale_0,0,275,-71.11978333393708,42.294292338355255
Roslindale_0,0,276,-71.12012215533372,42.29449093276001
Roslindale_0,0,277,-71.12073805204074,42.294851923426286
Roslindale_0,0,278,-71.12108859992077,42.295057384222595
Roslindale_0,0,279,-71.12115262020576,42.29501193394117
Roslindale_0,0,280,-71.12115289797944,42.295011718785176
Roslindale_0,0,281,-71.12157844981226,42.29468130314755
Roslindale_0,0,282,-71.12168291875558,42.29459543538669
Roslindale_0,0,283,-71.12192567743548,42.29440182105591
Roslindale_0,0,284,-71.12220315355786,42.29417654789513
Roslindale_0,0,285,-71.12230710113438,42.29409302943234
Roslindale_0,0,286,-71.12231188678412,42.29408886867368
Roslindale_0,0,287,-71.12253403859538,42.29389570567756
Roslindale_0,0,288,-71.1226529984954,42.29379292748928
Roslindale_0,0,289,-71.12281162735408,42.293655874458246
Roslindale_0,0,290,-71.12287698140514,42.293609388644455
Roslindale_0,0,291,-71.1228858968604,42.29360304648662
Roslindale_0,0,292,-71.12288703062475,42.29360223993816
Roslindale_0,0,293,-71.12289594485466,42.293595899576125
Roslindale_0,0,294,-71.1228984035774,42.293594150261036
Roslindale_0,0,295,-71.12295249295902,42.29355567521031
Roslindale_0,0,296,-71.12295251856851,42.293555650986264
Roslindale_0,0,297,-71.12313341251384,42.29337417235007
Roslindale_0,0,298,-71.1231618559622,42.293345637910775
Roslindale_0,0,299,-71.12325230819927,42.2932545460118
Roslindale_0,0,300,-71.12330256396069,42.29320567506338
Roslindale_0,0,301,-71.12335620883016,42.29315845194908
Roslindale_0,0,302,-71.12348272910909,42.29305424999846
Roslindale_0,0,303,-71.12358174978402,42.29297299648849
Roslindale_0,0,304,-71.12368194101799,42.29289041158193
Roslindale_0,0,305,-71.12380054133361,42.292793437954444
Roslindale_0,0,306,-71.12391542247906,42.292695599444734
Roslindale_0,0,307,-71.1239740014892,42.29264148508972
Roslindale_0,0,308,-71.12400985423926,42.2926007423118
Roslindale_0,0,309,-71.12410585202191,42.292491854545325
Roslindale_0,0,310,-71.12419516593447,42.29239046594093
Roslindale_0,0,311,-71.12422190217896,42.29236011604872
Roslindale_0,0,312,-71.12429499737729,42.29226746934632
Roslindale_0,0,313,-71.12438919431298,42.29214167051331
Roslindale_0,0,314,-71.12439348389343,42.29213543645462
Roslindale_0,0,315,-71.12439399883282,42.29213468908847
Roslindale_0,0,316,-71.12441954307019,42.29209756049324
Roslindale_0,0,317,-71.12445215704967,42.2920501582696
Roslindale_0,0,318,-71.12448224475699,42.29200425037988
Roslindale_0,0,319,-71.12455783112675,42.29190504665984
Roslindale_0,0,320,-71.12464516535304,42.29179042491836
Roslindale_0,0,321,-71.1246482682738,42.29178635309511
Roslindale_0,0,322,-71.12468170738829,42.29174248177692
Roslindale_0,0,323,-71.1247360228781,42.29167399331029
Roslindale_0,0,324,-71.12479890606657,42.291594721093446
Roslindale_0,0,325,-71.12485521636707,42.29152371734311
Roslindale_0,0,326,-71.12491310126741,42.29145073894526
Roslindale_0,0,327,-71.12497452892703,42.29137330569292
Roslindale_0,0,328,-71.12504366188804,42.291286134699455
Roslindale_0,0,329,-71.12510872140801,42.291204113593196
Roslindale_0,0,330,-71.12521816642352,42.291066123337906
Roslindale_0,0,331,-71.12529042615978,42.29097502537976
Roslindale_0,0,332,-71.1253789134631,42.29086346154753
Roslindale_0,0,333,-71.12555576378303,42.29064048271886
Roslindale_0,0,334,-71.12564158679714,42.2905322924244
Roslindale_0,0,335,-71.12572696008114,42.29042464528107
Roslindale_0,0,336,-71.12581272023425,42.29031652847582
Roslindale_0,0,337,-71.1259061064978,42.290198668178796
Roslindale_0,0,338,-71.12593661927156,42.290158683457946
Roslindale_0,0,339,-71.12597065059038,42.290116282974445
Roslindale_0,0,340,-71.12598587902761,42.290098656054724
Roslindale_0,0,341,-71.12600654660046,42.290074735733896
Roslindale_0,0,342,-71.12604426703582,42.29003408391765
Roslindale_0,0,343,-71.12606545507704,42.29001277885252
Roslindale_0,0,344,-71.12607606529143,42.290019714191324
Roslindale_0,0,345,-71.1260763068694,42.29001987253024
Roslindale_0,0,346,-71.12638952296172,42.290224617874884
Roslindale_0,0,347,-71.12671430396489,42.29048884946377
Roslindale_0,0,348,-71.12697532910018,42.290701203076665
Roslindale_0,0,349,-71.12707775087961,42.29078373751679
Roslindale_0,0,350,-71.1273603377758,42.291010376865614
Roslindale_0,0,351,-71.12787300548473,42.29100506221522
Roslindale_0,0,352,-71.12800511265084,42.291103549858676
Roslindale_0,0,353,-71.1280046997415,42.29110386362674
Roslindale_0,0,354,-71.12774750069799,42.291299442706936
Roslindale_0,0,355,-71.1277474434534,42.291299485735884
Roslindale_0,0,356,-71.12774729363048,42.29129960048882
Roslindale_0,0,357,-71.12773550668648,42.29130856979851
Roslindale_0,0,358,-71.12787061975267,42.29141725962738
Roslindale_0,0,359,-71.1280085554069,42.29152773562546
Roslindale_0,0,360,-71.12823139068038,42.29170670286185
Roslindale_0,0,361,-71.1282840619931,42.29174909376846
Roslindale_0,0,362,-71.1284187514756,42.29185672281351
Roslindale_0,0,363,-71.1285719864864,42.29197972846134
Roslindale_0,0,364,-71.12864736121904,42.29204041736971
Roslindale_0,0,365,-71.12868120524908,42.29206766720589
Roslindale_0,0,366,-71.12878872918648,42.292154141881895
Roslindale_0,0,367,-71.12891676201015,42.292257416576405
Roslindale_0,0,368,-71.12903126232318,42.29234913529333
Roslindale_0,0,369,-71.12914781673788,42.29244506222369
Roslindale_0,0,370,-71.1292513478299,42.29253025594468
Roslindale_0,0,371,-71.12936134640287,42.29262077950354
Roslindale_0,0,372,-71.12947496570672,42.29271428202017
Roslindale_0,0,373,-71.12957586317133,42.292797315230786
Roslindale_0,0,374,-71.12960069322621,42.292817753766855
Roslindale_0,0,375,-71.12949934437502,42.29289684151263
Roslindale_0,0,376,-71.1294870151703,42.29290646196787
Roslindale_0,0,377,-71.1293759437057,42.292993136584755
Roslindale_0,0,378,-71.12937340375223,42.29299512525575
Roslindale_0,0,379,-71.12938024672873,42.292999656932864
Roslindale_0,0,380,-71.12978285463107,42.293266279667336
Roslindale_0,0,381,-71.12993102333674,42.29334590418685
Roslindale_0,0,382,-71.13039378881318,42.293594587373555
Roslindale_0,0,383,-71.1303943487119,42.29359485296264
Roslindale_0,0,384,-71.13053838048765,42.29367256284703
Roslindale_0,0,385,-71.13060878117449,42.29400102404569
Roslindale_0,0,386,-71.13059047528854,42.2942280045223
Roslindale_0,0,387,-71.13056605932881,42.2945307534475
Roslindale_0,0,388,-71.13051125300164,42.29464412476727
Roslindale_0,0,389,-71.13047607128685,42.29471690075804
Roslindale_0,0,390,-71.13045799186915,42.29475429866404
Roslindale_0,0,391,-71.13044880793426,42.29477329425076
Roslindale_0,0,392,-71.13043597224691,42.29479984600707
Roslindale_0,0,393,-71.13043255987326,42.29480690418141
Roslindale_0,0,394,-71.13041578765852,42.29484159908482
Roslindale_0,0,395,-71.13007611806637,42.29521105833425
Roslindale_0,0,396,-71.12962918419417,42.29569718182815
Roslindale_0,0,397,-71.12953536980953,42.295821277315426
Roslindale_0,0,398,-71.12951063139168,42.29585399994786
Roslindale_0,0,399,-71.12943807686341,42.295949971937084
Roslindale_0,0,400,-71.12939263679736,42.29606204046678
Roslindale_0,0,401,-71.12938427595917,42.296082660059
Roslindale_0,0,402,-71.12936759610277,42.296123795841844
Roslindale_0,0,403,-71.12935673007463,42.29615059240578
Roslindale_0,0,404,-71.12933546062234,42.29620304724401
Roslindale_0,0,405,-71.12933538876639,42.296232104168865
Roslindale_0,0,406,-71.12933530076258,42.29626702739098
Roslindale_0,0,407,-71.12933505246289,42.29636662668845
Roslindale_0,0,408,-71.12933479756892,42.29646880261874
Roslindale_0,0,409,-71.12933470331528,42.296506865162165
Roslindale_0,0,410,-71.129354268022,42.29662344049261
Roslindale_0,0,411,-71.12936066965933,42.29666158971225
Roslindale_0,0,412,-71.12937036535693,42.29671935717179
Roslindale_0,0,413,-71.1295512766658,42.29705133080902
Roslindale_0,0,414,-71.1296853185285,42.297297296065686
Roslindale_0,0,415,-71.12968599283685,42.29729853254895
Roslindale_0,0,416,-71.12979563227553,42.29749971736462
Roslindale_0,0,417,-71.12980663570838,42.29756745709921
Roslindale_0,0,418,-71.12980672699257,42.29756802278106
Roslindale_0,0,419,-71.12981567492712,42.29762310489048
Roslindale_0,0,420,-71.12983224104107,42.29772508560543
Roslindale_0,0,421,-71.12980487150978,42.29808164271722
Roslindale_0,0,422,-71.12990389251348,42.29831401283987
Roslindale_0,0,423,-71.12994047998042,42.29838670737337
Roslindale_0,0,424,-71.12994188018446,42.298389489304874
Roslindale_0,0,425,-71.1300002153872,42.29834806086574
Roslindale_0,0,426,-71.13001134952101,42.29834015338438
Roslindale_0,0,427,-71.13001146399353,42.298340071825834
Roslindale_0,0,428,-71.13010054061226,42.29827681014657
Roslindale_0,0,429,-71.13014106794547,42.2982520023381
Roslindale_0,0,430,-71.13027578240671,42.2981657218374
Roslindale_0,0,431,-71.13045362520997,42.29805706793151
Roslindale_0,0,432,-71.13063929208514,42.297952322791794
Roslindale_0,0,433,-71.13078554025125,42.297875871320244
Roslindale_0,0,434,-71.1308266553198,42.29785562337128
Roslindale_0,0,435,-71.13082818530476,42.297854870235675
Roslindale_0,0,436,-71.13083785729334,42.29785019184936
Roslindale_0,0,437,-71.13089411846357,42.297822982813514
Roslindale_0,0,438,-71.13102163200716,42.29776131498122
Roslindale_0,0,439,-71.13122028302055,42.29767214435558
Roslindale_0,0,440,-71.1313634224133,42.29761389521586
Roslindale_0,0,441,-71.13137718774246,42.29760829360667
Roslindale_0,0,442,-71.13138392613048,42.29760548648665
Roslindale_0,0,443,-71.13139684248851,42.297600105425445
Roslindale_0,0,444,-71.13142325749477,42.29758910118571
Roslindale_0,0,445,-71.13184333137289,42.29741409295623
Roslindale_0,0,446,-71.13189586815972,42.29739156925539
Roslindale_0,0,447,-71.1320409095483,42.297333229934395
Roslindale_0,0,448,-71.1323375391347,42.29720711135293
Roslindale_0,0,449,-71.13234781911308,42.29720274088679
Roslindale_0,0,450,-71.13234972655232,42.29720192951907
Roslindale_0,0,451,-71.1323568554306,42.297198898516804
Roslindale_0,0,452,-71.1324146547577,42.29717432343163
Roslindale_0,0,453,-71.13305400961787,42.2968546246586
Roslindale_0,0,454,-71.1331701243495,42.29679656334679
Roslindale_0,0,455,-71.13338628971907,42.296657634057475
Roslindale_0,0,456,-71.13343650975985,42.29662535742416
Roslindale_0,0,457,-71.1336651932692,42.29646009779089
Roslindale_0,0,458,-71.13372756168981,42.296413776387816
Roslindale_0,0,459,-71.13373945952972,42.29640494007013
Roslindale_0,0,460,-71.13379438923022,42.2963651193835
Roslindale_0,0,461,-71.1337954397524,42.296364012663275
Roslindale_0,0,462,-71.13379655311438,42.29636294395589
Roslindale_0,0,463,-71.13379770033715,42.29636189156178
Roslindale_0,0,464,-71.133798899543,42.29636086724263
Roslindale_0,0,465,-71.13380013128243,42.29635987903917
Roslindale_0,0,466,-71.13380504420249,42.29635625659001
Roslindale_0,0,467,-71.13391656021155,42.296274042849824
Roslindale_0,0,468,-71.13391747970542,42.296273365153596
Roslindale_0,0,469,-71.13391864034192,42.29627250906622
Roslindale_0,0,470,-71.13395016013199,42.29624927104301
Roslindale_0,0,471,-71.13413820590578,42.29609859006866
Roslindale_0,0,472,-71.1342623623043,42.29599910439303
Roslindale_0,0,473,-71.13426374688314,42.29599747655848
Roslindale_0,0,474,-71.13426521615017,42.295995883204874
Roslindale_0,0,475,-71.13426675554847,42.29599432518613
Roslindale_0,0,476,-71.13426835894181,42.29599281508694
Roslindale_0,0,477,-71.13427004580554,42.2959913403651
Roslindale_0,0,478,-71.13427179297965,42.29598992165373
Roslindale_0,0,479,-71.13427359939173,42.29598853464141
Roslindale_0,0,480,-71.13427546856558,42.29598719914585
